review,mojo_name,mojo_year,rt_name,genre,release_year,stream_year,critical_consensus,description
"The Fijian background looks pretty, but there's no escaping the fact that the tropical flowers and trees seem smarter and more appealing than the people.",Return to the Blue Lagoon,1991,Return to the Blue Lagoon - Movie Reviews,Romance,In Theaters:,2011,"Despite its lush tropical scenery and attractive leads, Return to the Blue Lagoon is as ridiculous as its predecessor, and lacks the prurience and unintentional laughs that might make it a guilty pleasure.","When widow Sarah Hargrave (Lisa Pelikan) washes ashore on a tropical island with her daughter and adopted son, she learns how to survive and raise the two children on her own. After her death, the kids -- Lilli (Milla Jovovich) and Richard (Brian Krause) -- are forced to continue their uncivilized lives without any parental guidance, and, as they enter young adulthood, they begin to fall in love. Their Eden-like existence is threatened, however, when outsiders arrive on the island."
"The sincere idiocy of this film really has to be seen to be appreciated -- not that I think there is any need for you to see, or appreciate, it.",Return to the Blue Lagoon,1991,Return to the Blue Lagoon - Movie Reviews,Romance,In Theaters:,2011,"Despite its lush tropical scenery and attractive leads, Return to the Blue Lagoon is as ridiculous as its predecessor, and lacks the prurience and unintentional laughs that might make it a guilty pleasure.","When widow Sarah Hargrave (Lisa Pelikan) washes ashore on a tropical island with her daughter and adopted son, she learns how to survive and raise the two children on her own. After her death, the kids -- Lilli (Milla Jovovich) and Richard (Brian Krause) -- are forced to continue their uncivilized lives without any parental guidance, and, as they enter young adulthood, they begin to fall in love. Their Eden-like existence is threatened, however, when outsiders arrive on the island."
They had to wait over ten years to make a sequel to Randal Kleiser's Blue Lagoon (which is itself a remake of a 1949 British movie) because they had to wait for a generation who wouldn't remember how really awful the 1980 film was.,Return to the Blue Lagoon,1991,Return to the Blue Lagoon - Movie Reviews,Romance,In Theaters:,2011,"Despite its lush tropical scenery and attractive leads, Return to the Blue Lagoon is as ridiculous as its predecessor, and lacks the prurience and unintentional laughs that might make it a guilty pleasure.","When widow Sarah Hargrave (Lisa Pelikan) washes ashore on a tropical island with her daughter and adopted son, she learns how to survive and raise the two children on her own. After her death, the kids -- Lilli (Milla Jovovich) and Richard (Brian Krause) -- are forced to continue their uncivilized lives without any parental guidance, and, as they enter young adulthood, they begin to fall in love. Their Eden-like existence is threatened, however, when outsiders arrive on the island."
"Up until now, I thought it was pretty near impossible to feel nostalgia for The Blue Lagoon. But darned if life isn't full of surprises.",Return to the Blue Lagoon,1991,Return to the Blue Lagoon - Movie Reviews,Romance,In Theaters:,2011,"Despite its lush tropical scenery and attractive leads, Return to the Blue Lagoon is as ridiculous as its predecessor, and lacks the prurience and unintentional laughs that might make it a guilty pleasure.","When widow Sarah Hargrave (Lisa Pelikan) washes ashore on a tropical island with her daughter and adopted son, she learns how to survive and raise the two children on her own. After her death, the kids -- Lilli (Milla Jovovich) and Richard (Brian Krause) -- are forced to continue their uncivilized lives without any parental guidance, and, as they enter young adulthood, they begin to fall in love. Their Eden-like existence is threatened, however, when outsiders arrive on the island."
The film's appeal will depend largely on whether you feel like laughing at senile dementia and automobile accidents.,Folks!,1992,Folks! - Movie Reviews,Comedy,In Theaters:,Streaming:,"Don't watch this alleged comedy looking for more than pained performances in support of ill-advised ageist jokes, because that's all Folks! has to offer.","When Jon (Tom Selleck), a well-heeled professional, visits his mother, Mildred (Anne Jackson), in the hospital, he's unaware of how chaotic his life will soon become. After his father, Harry (Don Ameche), burns down his mobile home, Jon invites his parents to stay with him. Soon, Jon loses his job, his wife (Wendy Crewson) leaves with his children and his sister, Arlene (Christine Ebersole), moves in with her sons. Will his parents' attempt to intervene only lead to more turbulence?"
"[Director Kotcheff] treats material that might have been effective as dark, nightmare comedy as something bright, bouncy and frivolous, an approach that kills all the laughs and turns shock into mere tastelessness.",Folks!,1992,Folks! - Movie Reviews,Comedy,In Theaters:,Streaming:,"Don't watch this alleged comedy looking for more than pained performances in support of ill-advised ageist jokes, because that's all Folks! has to offer.","When Jon (Tom Selleck), a well-heeled professional, visits his mother, Mildred (Anne Jackson), in the hospital, he's unaware of how chaotic his life will soon become. After his father, Harry (Don Ameche), burns down his mobile home, Jon invites his parents to stay with him. Soon, Jon loses his job, his wife (Wendy Crewson) leaves with his children and his sister, Arlene (Christine Ebersole), moves in with her sons. Will his parents' attempt to intervene only lead to more turbulence?"
"Klane has written this one as less of a slow burn, going instead for obnoxiously stunt-filled, madcap farce, all the way to the high-concept-reinforcing title exclamation point.",Folks!,1992,Folks! - Movie Reviews,Comedy,In Theaters:,Streaming:,"Don't watch this alleged comedy looking for more than pained performances in support of ill-advised ageist jokes, because that's all Folks! has to offer.","When Jon (Tom Selleck), a well-heeled professional, visits his mother, Mildred (Anne Jackson), in the hospital, he's unaware of how chaotic his life will soon become. After his father, Harry (Don Ameche), burns down his mobile home, Jon invites his parents to stay with him. Soon, Jon loses his job, his wife (Wendy Crewson) leaves with his children and his sister, Arlene (Christine Ebersole), moves in with her sons. Will his parents' attempt to intervene only lead to more turbulence?"
"Marking severe career setbacks for Ameche and Selleck, Folks! represents an obvious miscalculation as to the low intelligence of the mass audience.",Folks!,1992,Folks! - Movie Reviews,Comedy,In Theaters:,Streaming:,"Don't watch this alleged comedy looking for more than pained performances in support of ill-advised ageist jokes, because that's all Folks! has to offer.","When Jon (Tom Selleck), a well-heeled professional, visits his mother, Mildred (Anne Jackson), in the hospital, he's unaware of how chaotic his life will soon become. After his father, Harry (Don Ameche), burns down his mobile home, Jon invites his parents to stay with him. Soon, Jon loses his job, his wife (Wendy Crewson) leaves with his children and his sister, Arlene (Christine Ebersole), moves in with her sons. Will his parents' attempt to intervene only lead to more turbulence?"
"Masquerading as a commentary on the greedy '80s, this is clearly the sort of moronic comedy beloved of the Weekend at Bernie's team of Kotcheff and writer Robert Klane.",Folks!,1992,Folks! - Movie Reviews,Comedy,In Theaters:,Streaming:,"Don't watch this alleged comedy looking for more than pained performances in support of ill-advised ageist jokes, because that's all Folks! has to offer.","When Jon (Tom Selleck), a well-heeled professional, visits his mother, Mildred (Anne Jackson), in the hospital, he's unaware of how chaotic his life will soon become. After his father, Harry (Don Ameche), burns down his mobile home, Jon invites his parents to stay with him. Soon, Jon loses his job, his wife (Wendy Crewson) leaves with his children and his sister, Arlene (Christine Ebersole), moves in with her sons. Will his parents' attempt to intervene only lead to more turbulence?"
It's not easy to fathom how Mr. Selleck or any other actor could have read this far in Robert Klane's screenplay and still decided to go full steam ahead.,Folks!,1992,Folks! - Movie Reviews,Comedy,In Theaters:,Streaming:,"Don't watch this alleged comedy looking for more than pained performances in support of ill-advised ageist jokes, because that's all Folks! has to offer.","When Jon (Tom Selleck), a well-heeled professional, visits his mother, Mildred (Anne Jackson), in the hospital, he's unaware of how chaotic his life will soon become. After his father, Harry (Don Ameche), burns down his mobile home, Jon invites his parents to stay with him. Soon, Jon loses his job, his wife (Wendy Crewson) leaves with his children and his sister, Arlene (Christine Ebersole), moves in with her sons. Will his parents' attempt to intervene only lead to more turbulence?"
I would think sitting through this sort of thing would cause a little soul-searching in anyone. Don't let it happen to you.,Folks!,1992,Folks! - Movie Reviews,Comedy,In Theaters:,Streaming:,"Don't watch this alleged comedy looking for more than pained performances in support of ill-advised ageist jokes, because that's all Folks! has to offer.","When Jon (Tom Selleck), a well-heeled professional, visits his mother, Mildred (Anne Jackson), in the hospital, he's unaware of how chaotic his life will soon become. After his father, Harry (Don Ameche), burns down his mobile home, Jon invites his parents to stay with him. Soon, Jon loses his job, his wife (Wendy Crewson) leaves with his children and his sister, Arlene (Christine Ebersole), moves in with her sons. Will his parents' attempt to intervene only lead to more turbulence?"
